Fat,Protein,Carbs,Calories
4.0,22.0,0.0,115.39873948017929
13.0,24.0,0.0,267.45261308955156
4.0,24.0,0.0,247.178942701335
13.0,24.0,0.0,179.6077097407304
3.0,20.0,0.0,214.79562846102348
4.0,27.0,0.0,115.39873948017929
4.0,19.0,0.0,329.7388217860638
9.0,23.0,0.0,326.83159353399935
20.0,17.0,0.0,242.6012693732421
9.0,18.0,2.0,155.33882350850877
9.0,26.0,0.0,255.97592238140822
4.0,23.0,0.0,228.34477344913316
8.0,33.0,0.0,228.34477344913316
17.0,19.0,0.0,119.44355385221624
12.0,29.0,0.0,319.77945672200224
3.0,3.0,6.0,309.6926686218418
3.0,25.0,51.0,249.98354718131665
0.0,2.0,5.0,245.93873280927966
1.0,0.0,43.0,127.53318259629013
0.0,0.0,12.0,214.79562846102348
0.0,0.0,51.0,135.62281134036402
0.0,0.0,12.0,214.79562846102348
1.0,0.0,94.0,110.64657417214295
0.0,0.0,6.0,147.7572544564748
0.0,0.0,21.0,115.39873948017929
0.0,0.0,13.0,175.56289536869346
0.0,0.0,0.0,248.06078561727787
0.0,0.0,0.0,162.9734178045937
0.0,0.0,32.0,187.69733848480428
1.0,0.0,49.0,131.57799696832706
0.0,0.0,11.0,207.2140594089896
12.0,25.0,0.0,229.7594753211319
14.0,16.0,0.0,226.2227206411349
1.0,19.0,0.0,3.3593476911843254
1.0,18.0,0.0,64.7885127357697
8.0,20.0,0.0,325.55280058249275
6.0,19.0,0.0,30.535462175470474
6.0,24.0,0.0,176.3001047370831
7.0,21.0,0.0,49.166913467693774
2.0,14.0,0.0,198.04150224134946
1.0,17.0,0.0,49.166913467693774
1.0,19.0,0.0,3.3593476911843254
1.0,25.0,0.0,3.3593476911843254
1.0,19.0,0.0,3.3593476911843254
1.0,23.0,0.0,3.3593476911843254
9.0,18.0,0.0,370.98225928724816
12.0,24.0,0.0,26.26313057943905
1.0,18.0,0.0,83.52258780007584
20.0,18.0,0.0,52.98421061573622
6.0,20.0,0.0,3.3593476911843254
4.0,18.0,0.0,3.3593476911843254
10.0,20.0,0.0,125.51285642854285
4.0,20.0,0.0,199.20388762533784
5.0,20.0,0.0,45.34961631965131
5.0,22.0,0.0,210.0434631529872
6.0,26.0,0.0,191.2340931648013
7.0,24.0,0.0,89.00780043995947
3.0,24.0,0.0,84.96298606792253
4.0,17.0,0.0,154.63147257250938
14.0,17.0,0.0,132.99269884032586
5.0,21.0,0.0,153.21677070051055
1.0,21.0,0.0,149.87930726447303
2.0,26.0,0.0,77.58070825984805
5.0,19.0,0.0,80.91817169588559
4.0,16.0,0.0,89.00780043995947
1.0,15.0,7.0,113.27668667218113
7.0,20.0,0.0,89.00780043995947
8.0,23.0,0.0,105.18705792810724
2.0,18.0,0.0,155.33882350850877
5.0,23.0,0.0,205.99864878095025
6.0,30.0,0.0,84.96298606792253
8.0,29.0,0.0,252.1055999893148
1.0,19.0,0.0,137.0375132123628
3.0,16.0,0.0,111.35392510814236
6.0,19.0,0.0,172.2254319326559
1.0,23.0,0.0,119.44355385221624
1.0,18.0,0.0,128.24053353228953
3.0,18.0,0.0,136.3301622763634
8.0,21.0,0.0,161.30639944458446
8.0,24.0,0.0,162.01375038058384
6.0,20.0,0.0,126.82583166029072
7.0,24.0,0.0,107.30911073610542
4.0,23.0,0.0,195.27890753683818
1.0,26.0,2.0,132.28534790432647
12.0,13.0,14.0,97.09742918403336
10.0,12.0,12.0,126.1184807242913
6.0,26.0,0.0,124.19571916025257
4.0,25.0,0.0,103.26429636406849
1.0,17.0,0.0,99.54962298810891
1.0,19.0,0.0,145.83449289243606
1.0,20.0,63.0,166.76591568862014
0.0,8.0,25.0,93.75996574799579
0.0,4.0,55.0,140.37497664840038
0.0,3.0,61.0,177.4856569327322
5.0,6.0,22.0,191.03480192084183
1.0,5.0,22.0,89.00780043995947
1.0,5.0,19.0,94.46731668399521
1.0,22.0,62.0,132.99269884032586
1.0,9.0,24.0,105.18705792810724
0.0,9.0,24.0,84.96298606792253
0.0,6.0,15.0,102.55694542806907
2.0,19.0,64.0,158.67628694454632
1.0,7.0,24.0,170.8107300606571
1.0,9.0,23.0,137.0375132123628
1.0,5.0,15.0,162.01375038058384
0.0,24.0,60.0,131.57799696832706
0.0,9.0,22.0,124.95609534030294
1.0,23.0,61.0,214.94785076113826
2.0,22.0,61.0,185.67448273286985
1.0,8.0,26.0,161.30639944458446
0.0,8.0,20.0,139.6676257124009
1.0,21.0,64.0,80.91817169588559
1.0,21.0,62.0,89.00780043995947
1.0,9.0,26.0,333.542335138671
3.0,22.0,61.0,131.1502913685412
1.0,9.0,25.0,229.489948321667
0.0,8.0,20.0,248.34891683788481
0.0,5.0,12.0,155.59366958070632
1.0,5.0,89.0,116.36093648837627
6.0,20.0,63.0,104.90904504424893
3.0,9.0,27.0,337.81466673470237
1.0,24.0,60.0,140.17478827260894
1.0,8.0,21.0,131.3778085925357
1.0,5.0,14.0,84.88769114404276
2.0,3.0,17.0,342.11179759474976
5.0,10.0,3.0,132.0851595285351
4.0,9.0,2.0,136.35749112456648
3.0,5.0,1.0,89.63985645207909
2.0,3.0,3.0,329.47272150261807
1.0,2.0,4.0,123.74321429645077
1.0,2.0,8.0,338.04218395869685
1.0,3.0,4.0,342.79434926673315
1.0,2.0,7.0,143.7645681966569
1.0,2.0,9.0,112.06380562832892
1.0,2.0,3.0,341.4044466587504
1.0,2.0,4.0,333.76985236266546
1.0,2.0,9.0,147.80938256869385
2.0,2.0,8.0,351.59132894680647
2.0,2.0,12.0,143.9920854206514
1.0,2.0,8.0,112.06380562832892
1.0,2.0,9.0,69.39098532787847
1.0,2.0,18.0,372.1198454072207
1.0,2.0,19.0,377.5272335390374
1.0,2.0,17.0,169.2206390768829
1.0,2.0,17.0,338.2697011826914
7.0,0.0,20.0,124.67808245644464
4.0,9.0,1.0,85.82255930403663
1.0,8.0,0.0,97.9818016841634
5.0,10.0,2.0,99.24428125604747
2.0,5.0,1.0,82.58519005589481
3.0,6.0,2.0,53.79165573963132
4.0,11.0,1.0,44.539641611569074
0.0,8.0,25.0,35.5151447075013
0.0,8.0,21.0,50.784333299671104
0.0,7.0,21.0,39.55995907953824
1.0,9.0,23.0,46.967036151628655
0.0,9.0,22.0,54.60163044771357
1.0,8.0,26.0,31.697847559458843
0.0,9.0,28.0,35.5151447075013
1.0,9.0,26.0,54.60163044771357
1.0,7.0,21.0,59.58131297974439
0.0,8.0,20.0,74.85050157191421
3.0,9.0,27.0,50.784333299671104
3.0,7.0,23.0,54.60163044771357
2.0,7.0,23.0,88.95730478009564
0.0,8.0,21.0,92.77460192813808
0.0,8.0,23.0,85.14000763205318
3.0,16.0,9.0,85.14000763205318
1.0,8.0,21.0,141.28414841254636
50.0,24.0,21.0,78.76789290785236
49.0,28.0,17.0,44.51484234755313
51.0,27.0,16.0,95.42698410800504
49.0,26.0,20.0,44.99467605955804
7.0,20.0,0.0,61.65376725971071
8.0,29.0,0.0,86.85752165192625
19.0,18.0,0.0,131.1502913685412
18.0,22.0,0.0,115.88110277637136
16.0,34.0,0.0,111.83628840433443
7.0,19.0,0.0,136.35749112456648
11.0,30.0,0.0,123.74321429645077
3.0,20.0,0.0,143.7645681966569
6.0,36.0,0.0,146.64699718470547
9.0,27.0,10.0,147.80938256869385
8.0,32.0,0.0,120.63326808440772
5.0,28.0,0.0,112.06380562832892
3.0,28.0,0.0,169.2206390768829
10.0,20.0,0.0,145.8618217406392
17.0,30.0,0.0,137.06484206056592
12.0,25.0,0.0,115.88110277637136
3.0,22.0,0.0,123.51569707245628
14.0,24.0,0.0,128.82299101637727
4.0,20.0,0.0,124.67808245644464
8.0,34.0,0.0,620.4471167326262
7.0,26.0,0.0,612.560205948531
6.0,34.0,0.0,622.2920537885982
7.0,26.0,0.0,615.9224686485844
5.0,19.0,0.0,145.83449289243606
10.0,34.0,0.0,191.03480192084183
8.0,19.0,0.0,243.30862030924158
10.0,31.0,0.0,250.690898117316
9.0,25.0,0.0,281.63471122161275
3.0,20.0,0.0,141.78967852039915
6.0,33.0,0.0,221.47055533309864
3.0,20.0,0.0,110.64657417214295
7.0,34.0,0.0,201.75454316495384
6.0,26.0,0.0,229.9151243372657
3.0,20.0,0.0,203.16924503695262
3.0,29.0,0.0,160.59904850858504
8.0,20.0,0.0,143.00508914843854
13.0,32.0,0.0,172.2254319326559
9.0,25.0,0.0,274.25243341353826
6.0,31.0,0.0,210.0434631529872
52.0,10.0,0.0,118.73620291621685
13.0,20.0,1.0,223.5926081410968
2.0,22.0,0.0,119.44355385221624
2.0,28.0,0.0,211.25887378102647
3.0,23.0,0.0,170.10337912465772
4.0,30.0,0.0,193.66491442088002
2.0,23.0,0.0,170.10337912465772
20.0,15.0,1.0,124.19571916025257
16.0,11.0,5.0,228.8528331411731
18.0,18.0,4.0,150.5866582004724
25.0,14.0,4.0,216.71839002506226
6.0,23.0,0.0,183.6525241127673
23.0,12.0,4.0,110.64657417214295
28.0,12.0,3.0,189.62010004884303
4.0,17.0,1.0,110.64657417214295
9.0,17.0,4.0,202.4618941009533
21.0,16.0,2.0,161.30639944458446
16.0,9.0,11.0,110.64657417214295
28.0,11.0,3.0,147.04990352047545
10.0,19.0,0.0,154.63147257250938
26.0,15.0,2.0,247.15414343731902
29.0,14.0,2.0,183.6525241127673
10.0,24.0,0.0,181.53047130476918
23.0,11.0,6.0,501.25043477536417
31.0,10.0,4.0,202.43366812091818
2.0,17.0,3.0,109.93922323614358
24.0,10.0,5.0,134.20810946836522
37.0,13.0,1.0,122.7810172882538
30.0,12.0,5.0,159.89169757258566
29.0,12.0,5.0,113.98403760818053
30.0,11.0,4.0,243.78845402124645
4.0,21.0,14.0,207.69046640497535
3.0,19.0,11.0,249.78082922133808
22.0,9.0,8.0,295.1804294937033
27.0,11.0,0.0,149.1719563284736
7.0,12.0,73.0,269.4968413894828
4.0,5.0,86.0,309.66444264180666
4.0,6.0,84.0,111.12640788414787
1.0,7.0,86.0,166.56319772864163
2.0,10.0,81.0,260.4475452213991
3.0,6.0,87.0,222.50462054915627
3.0,6.0,84.0,305.6196282697698
4.0,10.0,78.0,168.18061756061897
12.0,11.0,74.0,300.3876292497286
5.0,11.0,76.0,322.73375391791143
3.0,9.0,84.0,188.4046894208037
0.0,3.0,91.0,273.0866213135308
11.0,29.0,50.0,331.78305008599517
0.0,2.0,16.0,101.16704282008621
5.0,9.0,73.0,274.02148947352464
2.0,10.0,75.0,385.24747983841837
1.0,6.0,82.0,334.89299629803816
2.0,11.0,77.0,326.09601661796484
0.0,2.0,13.0,327.0308847779589
1.0,12.0,77.0,176.93052829684754
7.0,13.0,68.0,148.592028428573
2.0,3.0,12.0,263.83460718546854
1.0,2.0,19.0,285.3707571455692
5.0,9.0,77.0,392.1386697232397
1.0,2.0,18.0,387.05889300331313
4.0,7.0,83.0,383.4691130792651
2.0,11.0,79.0,368.7575827071672
2.0,12.0,81.0,370.602519763139
1.0,6.0,90.0,386.12402484331926
1.0,15.0,80.0,374.672133399192
0.0,1.0,12.0,376.7445876791582
0.0,1.0,11.0,435.89605089961157
1.0,11.0,78.0,381.95178743518346
0.0,2.0,11.0,386.80657651530265
2.0,8.0,84.0,362.86783127915845
5.0,7.0,82.0,408.29059836318436
5.0,9.0,77.0,72.52573080393745
6.0,8.0,80.0,362.41026724698236
6.0,16.0,64.0,347.69873687488433
6.0,17.0,64.0,349.44357974296037
10.0,10.0,69.0,359.37814554300616
11.0,12.0,67.0,61.0738393598101
6.0,17.0,64.0,354.6259802349698
2.0,8.0,81.0,377.09699835506433
0.0,0.0,14.0,78.89531594395116
0.0,0.0,14.0,92.77460192813808
0.0,0.0,17.0,377.67945583915207
1.0,1.0,94.0,88.95730478009564
0.0,0.0,12.0,383.69663030325967
0.0,0.0,11.0,367.012739839091
0.0,1.0,41.0,378.6921485072129
0.0,0.0,12.0,379.98195692730013
0.0,1.0,5.0,378.212314795208
0.0,1.0,12.0,53.21172783973071
0.0,1.0,13.0,49.39443069168825
0.0,1.0,16.0,354.3984630109753
0.0,2.0,33.0,53.4392450637252
1.0,3.0,63.0,373.96478246319253
0.0,1.0,22.0,388.6763128352905
0.0,1.0,29.0,377.67945583915207
0.0,1.0,23.0,393.8835125913158
2.0,4.0,88.0,365.165273198932
0.0,1.0,10.0,369.210087570969
1.0,0.0,8.0,395.1707914272158
0.0,1.0,22.0,404.4228055552781
0.0,0.0,14.0,369.210087570969
1.0,0.0,12.0,362.5128910190651
0.0,0.0,22.0,56.801507763778666
1.0,1.0,14.0,56.801507763778666
1.0,2.0,18.0,68.25339920790603
0.0,1.0,12.0,375.0270736592852
0.0,1.0,9.0,49.166913467693774
0.0,1.0,19.0,45.34961631965131
0.0,1.0,12.0,163.9133451329619
0.0,1.0,14.0,49.166913467693774
0.0,1.0,17.0,26.490647803433532
0.0,1.0,21.0,53.21172783973071
0.0,1.0,40.0,57.02902498777316
0.0,0.0,46.0,68.48091643190052
0.0,1.0,15.0,137.41978232065918
0.0,1.0,14.0,264.780490814043
6.0,21.0,0.0,91.38469932015524
12.0,20.0,0.0,118.10577935645243
68.0,6.0,1.0,95.20199646819769
67.0,5.0,0.0,373.0547135672146
8.0,21.0,0.0,45.5771335436458
5.0,22.0,0.0,42.69470455559723
5.0,21.0,0.0,91.38469932015524
4.0,22.0,0.0,56.801507763778666
18.0,19.0,1.0,57.963893147767045
16.0,20.0,0.0,87.33988494811831
15.0,20.0,0.0,69.64330181588889
6.0,21.0,0.0,88.95730478009564
4.0,22.0,0.0,53.21172783973071
24.0,18.0,0.0,41.759836395603344
37.0,15.0,0.0,79.93280787602788
4.0,23.0,0.0,53.21172783973071
3.0,23.0,0.0,60.84632213581561
4.0,23.0,0.0,72.29821357994297
4.0,23.0,0.0,87.56740217211279
3.0,23.0,0.0,160.0960479849194
4.0,23.0,0.0,178.9550165011372
3.0,23.0,0.0,64.66361928385805
7.0,22.0,0.0,60.84632213581561
7.0,22.0,0.0,141.08232758439976
7.0,22.0,0.0,189.81939129280246
6.0,22.0,0.0,629.6401493164312
8.0,27.0,0.0,612.9810581162786
4.0,31.0,0.0,158.67628694454632
4.0,30.0,0.0,136.3301622763634
5.0,30.0,0.0,132.28534790432647
4.0,29.0,0.0,127.53318259629013
3.0,24.0,0.0,242.37375214924762
2.0,24.0,0.0,225.00731001309558
3.0,23.0,0.0,216.2103303330223
3.0,23.0,0.0,141.08232758439976
6.0,22.0,0.0,127.53318259629013
5.0,22.0,0.0,287.29351870960795
6.0,23.0,0.0,389.5198114344497
6.0,23.0,0.0,131.57799696832706
7.0,28.0,0.0,122.7810172882538
8.0,27.0,0.0,131.57799696832706
7.0,28.0,0.0,131.57799696832706
4.0,30.0,0.0,122.7810172882538
3.0,30.0,0.0,131.57799696832706
5.0,23.0,0.0,122.7810172882538
6.0,23.0,0.0,153.92412163650997
6.0,23.0,0.0,153.92412163650997
6.0,22.0,0.0,153.92412163650997
9.0,29.0,0.0,145.1271419564367
10.0,21.0,0.0,182.94517317676792
7.0,22.0,0.0,163.9365119446226
5.0,26.0,0.0,159.89169757258566
10.0,26.0,0.0,168.6886772526589
5.0,20.0,0.0,155.84688320054872
6.0,27.0,0.0,126.82583166029072
5.0,26.0,0.0,118.02885198021744
13.0,26.0,0.0,122.7810172882538
10.0,26.0,0.0,122.7810172882538
12.0,25.0,0.0,145.1271419564367
15.0,30.0,0.0,136.3301622763634
6.0,26.0,0.0,149.1719563284736
12.0,26.0,0.0,149.1719563284736
11.0,26.0,0.0,178.19300786873163
8.0,29.0,0.0,182.94517317676792
6.0,27.0,0.0,178.19300786873163
10.0,20.0,0.0,159.89169757258566
12.0,26.0,0.0,151.0947178925124
15.0,26.0,0.0,140.37497664840038
14.0,25.0,0.0,149.1719563284736
15.0,28.0,0.0,149.1719563284736
14.0,26.0,0.0,145.1271419564367
20.0,17.0,0.0,199.83178160091512
25.0,16.0,0.0,176.27024630469288
19.0,26.0,0.0,153.92412163650997
16.0,23.0,0.0,152.50941976451116
18.0,26.0,0.0,196.49431816487754
4.0,23.0,0.0,128.24053353228953
6.0,31.0,0.0,165.3512138166214
8.0,29.0,0.0,152.50941976451116
5.0,29.0,0.0,222.8852572050974
6.0,34.0,0.0,196.49431816487754
4.0,22.0,0.0,210.0434631529872
6.0,33.0,0.0,256.65847405339167
4.0,22.0,0.0,161.30639944458446
3.0,23.0,0.0,214.0882775250241
7.0,35.0,0.0,205.29129784495083
4.0,22.0,0.0,191.03480192084183
6.0,28.0,0.0,165.3512138166214
8.0,34.0,0.0,172.2254319326559
6.0,29.0,0.0,214.0882775250241
4.0,22.0,0.0,240.479216565244
5.0,22.0,0.0,227.63742251313374
4.0,22.0,0.0,248.56884530931785
5.0,22.0,0.0,231.68223688517062
7.0,28.0,0.0,248.06078561727787
5.0,30.0,0.0,288.0008696456073
6.0,32.0,0.0,275.6671352855371
4.0,3.0,8.0,237.1417531292064
4.0,2.0,6.0,266.87015560546376
1.0,3.0,4.0,131.57799696832706
1.0,3.0,5.0,181.53047130476918
0.0,0.0,38.0,191.03480192084183
1.0,1.0,28.0,164.643862880622
10.0,3.0,11.0,193.66491442088002
8.0,3.0,12.0,127.53318259629013
16.0,6.0,22.0,189.62010004884303
1.0,1.0,10.0,127.53318259629013
3.0,1.0,5.0,122.7810172882538
1.0,3.0,8.0,206.50670847299014
1.0,1.0,5.0,127.53318259629013
9.0,8.0,46.0,169.3960281886583
13.0,6.0,45.0,211.25887378102647
7.0,10.0,46.0,173.44084256069527
6.0,11.0,56.0,127.53318259629013
24.0,4.0,69.0,136.3301622763634
24.0,5.0,68.0,127.53318259629013
10.0,10.0,46.0,136.3301622763634
13.0,4.0,69.0,178.19300786873163
6.0,6.0,78.0,168.6886772526589
16.0,10.0,57.0,185.57528567680612
4.0,7.0,49.0,81.22008671192789
2.0,6.0,57.0,69.54067804380604
14.0,5.0,76.0,39.55995907953824
28.0,3.0,66.0,43.3772562275807
4.0,12.0,47.0,148.41663931679756
4.0,12.0,45.0,123.08546188848324
1.0,8.0,49.0,145.45385623649491
0.0,9.0,55.0,131.6771940243908
2.0,7.0,50.0,252.36044606151242
3.0,9.0,47.0,54.374113223719085
18.0,3.0,64.0,52.881586843653366
19.0,3.0,63.0,54.82914767170806
18.0,5.0,63.0,35.28762748350681
18.0,10.0,66.0,290.4863485980922
11.0,3.0,53.0,313.767341426269
5.0,4.0,46.0,280.98201798201956
8.0,5.0,51.0,314.40282415440777
9.0,7.0,49.0,494.05962071602005
15.0,3.0,77.0,494.2871379400145
16.0,11.0,66.0,307.3729570222393
9.0,3.0,43.0,397.292844235214
5.0,3.0,40.0,378.1592895511569
7.0,10.0,54.0,402.1451037311461
0.0,0.0,11.0,253.90852726981623
0.0,0.0,3.0,262.80813072197236
0.0,0.0,2.0,436.8557183236214
0.0,0.0,12.0,513.7508336201488
0.0,0.0,5.0,266.49800483391607
0.0,2.0,93.0,258.8634105378311
3.0,3.0,9.0,231.5624026016333
2.0,0.0,3.0,249.71402018185168
1.0,2.0,65.0,240.13186505771216
3.0,3.0,13.0,245.56658203773196
1.0,1.0,11.0,418.14644252333125
0.0,0.0,0.0,423.126125055362
0.0,0.0,0.0,422.41877411936264
4.0,7.0,84.0,454.0947374236747
1.0,1.0,12.0,314.57731613435124
15.0,3.0,75.0,239.1191723896513
0.0,0.0,2.0,288.64141154212035
1.0,14.0,73.0,297.89342567018264
13.0,9.0,71.0,441.38036640766325
0.0,0.0,6.0,440.545592435565
0.0,0.0,0.0,258.81038529378014
0.0,0.0,0.0,212.1705751293597
0.0,0.0,4.0,311.52039516635915
0.0,0.0,13.0,45.34961631965131
0.0,12.0,76.0,14.811239135311684
0.0,0.0,1.0,10.993941987269233
16.0,5.0,74.0,49.166913467693774
0.0,1.0,6.0,22.445833431396593
0.0,0.0,12.0,3.3593476911843254
3.0,6.0,78.0,366.4576112032064
0.0,0.0,1.0,76.24040417989706
0.0,0.0,16.0,32.405198495458244
0.0,0.0,10.0,268.3702707380909
0.0,0.0,16.0,91.50959277206688
0.0,0.0,94.0,58.191410371761535
0.0,0.0,1.0,3.3593476911843254
0.0,0.0,6.0,3.3593476911843254
0.0,0.0,13.0,387.5139274513021
0.0,0.0,5.0,62.00870751980397
0.0,0.0,12.0,433.7457721115783
0.0,0.0,6.0,10.993941987269233
0.0,0.0,12.0,347.44642038687385
0.0,0.0,41.0,425.1515103914836
0.0,0.0,12.0,26.26313057943905
13.0,0.0,86.0,3.3593476911843254
0.0,0.0,0.0,3.3593476911843254
0.0,0.0,0.0,18.628536283354137
0.0,1.0,1.0,52.98421061573622
2.0,5.0,90.0,342.01170340685405
3.0,3.0,12.0,7.176644839226777
0.0,0.0,5.0,446.81508338768305
0.0,0.0,1.0,30.30794495147599
0.0,0.0,1.0,49.166913467693774
0.0,0.0,1.0,351.7683505109372
0.0,0.0,8.0,7.176644839226777
0.0,0.0,7.0,64.43610205986357
0.0,0.0,8.0,41.53231917160886
0.0,0.0,7.0,64.43610205986357
0.0,0.0,11.0,362.1852796071749
0.0,0.0,11.0,3.3593476911843254
0.0,0.0,12.0,7.176644839226777
0.0,0.0,12.0,26.26313057943905
0.0,0.0,1.0,52.98421061573622
2.0,3.0,12.0,22.445833431396593
0.0,0.0,11.0,49.166913467693774
0.0,0.0,10.0,26.26313057943905
0.0,0.0,1.0,49.166913467693774
0.0,0.0,2.0,159.8685307609249
0.0,0.0,16.0,49.166913467693774
0.0,0.0,7.0,446.00763826378784
11.0,54.0,20.0,3.3593476911843254
5.0,20.0,0.0,3.3593476911843254
10.0,29.0,0.0,11.22145921126372
4.0,19.0,0.0,3.3593476911843254
7.0,23.0,0.0,384.7341222353364
3.0,16.0,0.0,87.69229562402442
13.0,18.0,8.0,22.445833431396593
18.0,25.0,4.0,7.176644839226777
1.0,23.0,0.0,7.176644839226777
2.0,63.0,0.0,7.176644839226777
0.0,15.0,0.0,33.89772487552395
3.0,18.0,0.0,30.0804277274815
12.0,18.0,0.0,33.89772487552395
15.0,24.0,0.0,30.0804277274815
16.0,11.0,22.0,45.34961631965131
2.0,12.0,0.0,45.34961631965131
2.0,15.0,0.0,49.166913467693774
1.0,20.0,0.0,49.166913467693774
1.0,25.0,0.0,7.176644839226777
1.0,19.0,0.0,78.89531594395116
2.0,23.0,0.0,45.34961631965131
2.0,19.0,0.0,41.53231917160886
0.0,8.0,15.0,7.176644839226777
1.0,18.0,0.0,10.993941987269233
1.0,18.0,0.0,64.43610205986357
1.0,16.0,0.0,30.0804277274815
1.0,17.0,0.0,394.89204322283416
1.0,17.0,0.0,128.24053353228953
1.0,19.0,0.0,208.62876128098839
1.0,14.0,1.0,115.39873948017929
2.0,21.0,2.0,157.9689360085469
1.0,17.0,6.0,94.46731668399521
7.0,20.0,11.0,221.06511941314153
1.0,15.0,4.0,278.0945298255967
1.0,16.0,1.0,105.18705792810724
2.0,12.0,4.0,275.77661248965813
4.0,24.0,7.0,64.03156327173843
1.0,15.0,2.0,102.55694542806907
2.0,9.0,5.0,181.7297625487286
0.0,12.0,3.0,232.3895878211701
11.0,18.0,10.0,272.58451792169706
0.0,13.0,11.0,69.49107951577417
1.0,16.0,3.0,81.62552263188499
6.0,21.0,0.0,93.0526148119964
6.0,20.0,0.0,113.27668667218113
7.0,20.0,0.0,89.00780043995947
8.0,29.0,0.0,113.98403760818053
3.0,23.0,0.0,97.80478012003277
5.0,26.0,0.0,92.97731988811664
1.0,25.0,0.0,84.96298606792253
10.0,22.0,0.0,84.96298606792253
18.0,18.0,0.0,76.87335732384865
18.0,21.0,0.0,80.91817169588559
1.0,24.0,0.0,80.91817169588559
1.0,23.0,0.0,89.00780043995947
3.0,26.0,0.0,72.60102572781723
1.0,25.0,0.0,113.52900316019155
1.0,21.0,0.0,103.82195458414031
8.0,29.0,2.0,187.82476152090302
20.0,17.0,0.0,88.09773154398151
4.0,24.0,0.0,80.69065447189111
5.0,21.0,0.0,84.76026810794399
18.0,22.0,0.0,162.3438913766612
6.0,24.0,0.0,80.46313724789663
4.0,21.0,0.0,76.44312213987561
8.0,24.0,0.0,63.349011599754974
3.0,22.0,0.0,211.10575434907986
7.0,30.0,0.0,97.93220315613155
2.0,30.0,4.0,88.32524876797599
5.0,19.0,10.0,141.08232758439976
1.0,23.0,0.0,137.0375132123628
1.0,21.0,63.0,145.83449289243606
0.0,8.0,21.0,191.03480192084183
0.0,5.0,15.0,122.7810172882538
1.0,21.0,63.0,152.50941976451116
1.0,24.0,63.0,113.27668667218113
0.0,7.0,19.0,180.31506067672981
0.0,0.0,86.0,234.51164062916826
2.0,25.0,59.0,246.64608374527907
22.0,14.0,21.0,109.23187230014419
53.0,28.0,15.0,105.18705792810724
50.0,24.0,21.0,134.91546040436458
50.0,26.0,16.0,113.27668667218113
49.0,26.0,20.0,97.09742918403336
50.0,24.0,22.0,198.66939621692677
51.0,22.0,22.0,248.06078561727787
1.0,52.0,35.0,135.62281134036402
3.0,42.0,35.0,132.28534790432647
18.0,20.0,8.0,250.690898117316
20.0,36.0,30.0,153.21677070051055
9.0,18.0,8.0,123.4883682242532
11.0,20.0,8.0,170.8107300606571
21.0,38.0,32.0,118.73620291621685
22.0,38.0,30.0,186.28263661280548
1.0,51.0,34.0,157.5669268046089
3.0,88.0,0.0,162.36869064067713
1.0,8.0,5.0,105.18705792810724
0.0,11.0,6.0,337.58714951070795
1.0,7.0,8.0,115.88110277637136
8.0,9.0,4.0,80.84287677200581
1.0,24.0,62.0,337.58714951070795
0.0,8.0,21.0,349.7215926268188
16.0,30.0,42.0,104.20169410824951
2.0,24.0,63.0,331.6469024228353
1.0,8.0,21.0,347.2941980867592
1.0,7.0,20.0,333.6835419702051
6.0,16.0,14.0,640.1135303727392
7.0,22.0,58.0,620.4471167326262
18.0,8.0,15.0,609.4502597364881
5.0,10.0,1.0,615.9224686485844
10.0,13.0,4.0,624.2644138806687
3.0,5.0,3.0,624.9717648166683
2.0,2.0,10.0,356.0920748986644
50.0,22.0,24.0,333.23789053844155
2.0,2.0,10.0,273.13964655758184
1.0,5.0,14.0,439.4311731272533
6.0,12.0,3.0,185.8772006928484
2.0,5.0,14.0,211.56078879706882
9.0,18.0,8.0,463.95237584748537
25.0,39.0,30.0,465.11476123147384
0.0,64.0,25.0,348.2299633785849
1.0,88.0,3.0,385.6939514706549
30.0,52.0,8.0,63.601328087765395
20.0,19.0,9.0,70.75608867184539
8.0,8.0,5.0,71.00840515985581
0.0,8.0,21.0,125.40770307227281
5.0,20.0,0.0,345.90429547877625
10.0,28.0,0.0,115.88110277637136
71.0,7.0,0.0,425.781933951248
59.0,12.0,0.0,358.518572306892
17.0,18.0,0.0,124.67808245644464
16.0,26.0,0.0,116.81597093636526
5.0,21.0,0.0,174.30041579680938
8.0,28.0,0.0,375.32735622297236
13.0,19.0,0.0,251.3229541294357
21.0,25.0,0.0,91.60968695996256
5.0,21.0,0.0,159.18091992056716
9.0,28.0,0.0,61.42625003571622
27.0,16.0,0.0,67.2159072758293
10.0,27.0,0.0,623.8093794326797
34.0,15.0,0.0,67.2159072758293
30.0,22.0,0.0,85.82255930403663
30.0,21.0,0.0,116.13088968019464
19.0,24.0,0.0,94.61953898410994
20.0,23.0,0.0,185.8772006928484
7.0,20.0,0.0,495.55051464373054
16.0,33.0,0.0,357.6598962026098
20.0,24.0,0.0,379.5518835546357
20.0,23.0,0.0,508.13746262364333
5.0,20.0,0.0,290.50608869373383
14.0,36.0,0.0,125.18018584827836
20.0,23.0,0.0,115.88110277637136
21.0,22.0,0.0,128.24053353228953
8.0,19.0,0.0,204.58394690895145
17.0,32.0,0.0,656.2586055806456
23.0,17.0,0.0,570.9189212799511
22.0,24.0,0.0,225.71466094909496
4.0,21.0,0.0,249.27619624531727
