Fat,Protein,Carbs,Calories
20.0,0.0,40.0,331.9908272143481
8.0,22.0,0.0,162.72110131658326
6.0,21.0,2.0,148.7169218804847
19.0,1.0,24.0,266.16190753763243
0.0,1.0,23.0,95.20199646819769
1.0,12.0,3.0,72.14599127982825
19.0,0.0,16.0,231.57871598125587
23.0,8.0,65.0,486.17270993192466
0.0,0.0,12.0,49.166913467693774
28.0,12.0,2.0,305.8471454937643
0.0,1.0,3.0,18.856053507348626
10.0,28.0,0.0,204.58394690895145
31.0,22.0,2.0,372.68622825435364
29.0,2.0,60.0,495.59921603993035
0.0,0.0,5.0,22.445833431396593
27.0,28.0,3.0,365.58449291432447
2.0,4.0,12.0,82.94013031598809
3.0,11.0,52.0,272.74269652201804
33.0,7.0,57.0,539.559315176281
0.0,5.0,20.0,99.92936251221808
1.0,6.0,0.0,36.42521360347925
20.0,4.0,31.0,313.8144103701137
29.0,12.0,2.0,314.64412517383755
0.0,0.0,6.0,26.26313057943905
0.0,1.0,18.0,76.11551072798542
1.0,1.0,17.0,81.09519326001625
1.0,1.0,17.0,81.09519326001625
17.0,5.0,20.0,249.47801707346383
15.0,9.0,73.0,450.38006404771517
5.0,7.0,81.0,384.859015687248
10.0,13.0,73.0,422.5744231354964
0.0,1.0,17.0,72.29821357994297
5.0,28.0,3.0,172.0509399527124
0.0,0.0,76.0,293.4739309424108
2.0,5.0,78.0,338.92655645882695
0.0,0.0,15.0,60.618804911821115
0.0,0.0,46.0,178.9550165011372
1.0,1.0,85.0,340.6713993269031
2.0,75.0,14.0,377.7565450266958
0.0,16.0,0.0,68.07637764377537
25.0,19.0,0.0,300.1353127617181
0.0,1.0,16.0,68.48091643190052
0.0,1.0,20.0,83.75010502407034
1.0,5.0,73.0,311.04309103854143
1.0,1.0,15.0,73.46059896393135
1.0,2.0,16.0,81.32271048401074
0.0,1.0,11.0,49.39443069168825
0.0,0.0,8.0,33.89772487552395
0.0,0.0,7.0,30.0804277274815
3.0,3.0,80.0,347.26850169091125
0.0,1.0,28.0,114.28848220840996
1.0,4.0,89.0,368.0750310351837
0.0,1.0,30.0,121.92307650449486
0.0,2.0,64.0,255.75599390997522
0.0,0.0,15.0,60.618804911821115
0.0,3.0,80.0,320.87756265069146
0.0,3.0,79.0,317.060265502649
1.0,3.0,78.0,322.0399480346798
0.0,1.0,21.0,87.56740217211279
0.0,1.0,5.0,26.490647803433532
0.0,0.0,31.0,121.69555928050038
1.0,1.0,11.0,58.191410371761535
0.0,1.0,6.0,30.30794495147599
0.0,1.0,24.0,99.01929361624016
0.0,0.0,9.0,37.715022023566405
0.0,1.0,26.0,106.65388791232503
0.0,2.0,24.0,103.06410798827707
0.0,1.0,15.0,64.66361928385805
0.0,1.0,11.0,49.39443069168825
0.0,0.0,19.0,75.88799350399094
0.0,1.0,23.0,95.20199646819769
0.0,1.0,28.0,114.28848220840996
0.0,1.0,18.0,76.11551072798542
0.0,0.0,19.0,75.88799350399094
0.0,0.0,23.0,91.15718209616078
0.0,1.0,9.0,41.759836395603344
1.0,0.0,12.0,57.963893147767045
0.0,0.0,16.0,64.43610205986357
0.0,0.0,13.0,52.98421061573622
0.0,1.0,41.0,163.9133451329619
1.0,1.0,8.0,46.73951892763417
0.0,0.0,24.0,94.97447924420321
0.0,2.0,75.0,297.7462625384422
5.0,1.0,27.0,154.4560834607339
0.0,1.0,12.0,53.21172783973071
0.0,1.0,14.0,60.84632213581561
0.0,1.0,12.0,53.21172783973071
0.0,0.0,15.0,60.618804911821115
0.0,0.0,12.0,49.166913467693774
0.0,0.0,13.0,52.98421061573622
12.0,2.0,49.0,304.06029285021776
8.0,1.0,41.0,234.2891825735481
0.0,0.0,14.0,56.801507763778666
0.0,0.0,14.0,56.801507763778666
0.0,0.0,14.0,56.801507763778666
0.0,0.0,14.0,56.801507763778666
0.0,0.0,12.0,49.166913467693774
0.0,0.0,17.0,68.25339920790603
0.0,0.0,15.0,60.618804911821115
0.0,1.0,12.0,53.21172783973071
